song_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Mood Label
Night Owl,"Cihangir Aslan, Dilan Balkay",0.542,0.521,4,-12.566,0,0.104,0.884,0.914,0.124,0.176,194.049,audio_features,3i0IiglJ0nzjxlpU3s7wXr,spotify:track:3i0IiglJ0nzjxlpU3s7wXr,https://api.spotify.com/v1/tracks/3i0IiglJ0nzjxlpU3s7wXr,https://api.spotify.com/v1/audio-analysis/3i0IiglJ0nzjxlpU3s7wXr,376082,4,ambient
Coconut Mango,Arrangement,0.427,0.136,8,-16.962,0,0.0336,0.953,0.653,0.0765,0.185,138.105,audio_features,6VRgvci0hYokJguaBzGZmj,spotify:track:6VRgvci0hYokJguaBzGZmj,https://api.spotify.com/v1/tracks/6VRgvci0hYokJguaBzGZmj,https://api.spotify.com/v1/audio-analysis/6VRgvci0hYokJguaBzGZmj,325490,4,ambient
No Step on Wing,Nils Frahm,0.181,0.161,11,-27.538,1,0.0348,0.931,0.947,0.134,0.24,93.444,audio_features,2DmIDwMhMA3V0KipI78nM1,spotify:track:2DmIDwMhMA3V0KipI78nM1,https://api.spotify.com/v1/tracks/2DmIDwMhMA3V0KipI78nM1,https://api.spotify.com/v1/audio-analysis/2DmIDwMhMA3V0KipI78nM1,286986,4,ambient
Vision of Self,Rival Consoles,0.43,0.389,6,-14.204,0,0.0547,0.821,0.94,0.358,0.0519,118.526,audio_features,1pbxHoGLKHD7jx4vMw5H2n,spotify:track:1pbxHoGLKHD7jx4vMw5H2n,https://api.spotify.com/v1/tracks/1pbxHoGLKHD7jx4vMw5H2n,https://api.spotify.com/v1/audio-analysis/1pbxHoGLKHD7jx4vMw5H2n,347981,1,ambient
Angel's Flight,Biosphere,0.521,0.28,1,-16.645,1,0.0362,0.946,0.943,0.112,0.307,141.96,audio_features,3W3xcAOWb0TkMqqI7Rd5xg,spotify:track:3W3xcAOWb0TkMqqI7Rd5xg,https://api.spotify.com/v1/tracks/3W3xcAOWb0TkMqqI7Rd5xg,https://api.spotify.com/v1/audio-analysis/3W3xcAOWb0TkMqqI7Rd5xg,352357,1,ambient
Requiem for CS70 and Strings,Floating Points,0.196,0.014,0,-20.872,0,0.0349,0.986,0.93,0.112,0.0645,137.347,audio_features,5tJZSE0l9xTnRrccjBZZXg,spotify:track:5tJZSE0l9xTnRrccjBZZXg,https://api.spotify.com/v1/tracks/5tJZSE0l9xTnRrccjBZZXg,https://api.spotify.com/v1/audio-analysis/5tJZSE0l9xTnRrccjBZZXg,143080,1,ambient
There Were Bells,Brian Eno,0.144,0.275,4,-15.408,0,0.036,0.798,0.363,0.0965,0.039,77.303,audio_features,16e88gyG4rLhaAAYqRPujQ,spotify:track:16e88gyG4rLhaAAYqRPujQ,https://api.spotify.com/v1/tracks/16e88gyG4rLhaAAYqRPujQ,https://api.spotify.com/v1/audio-analysis/16e88gyG4rLhaAAYqRPujQ,292467,1,ambient
Broken Hearted Kota,Joseph Shabason,0.485,0.178,0,-16.469,0,0.271,0.939,0.584,0.0511,0.694,186.019,audio_features,2nP8BQtLMXpaUWjUGWAwhy,spotify:track:2nP8BQtLMXpaUWjUGWAwhy,https://api.spotify.com/v1/tracks/2nP8BQtLMXpaUWjUGWAwhy,https://api.spotify.com/v1/audio-analysis/2nP8BQtLMXpaUWjUGWAwhy,311907,4,ambient
Space 8,Nala Sinephro,0.172,0.124,8,-21.048,1,0.0333,0.958,0.97,0.283,0.0394,123.85,audio_features,6kpoN7Z1mahkMePKztQdHt,spotify:track:6kpoN7Z1mahkMePKztQdHt,https://api.spotify.com/v1/tracks/6kpoN7Z1mahkMePKztQdHt,https://api.spotify.com/v1/audio-analysis/6kpoN7Z1mahkMePKztQdHt,1052000,3,ambient
日本の空気 - Air of Japan,Michiru Aoyama,0.283,0.0887,6,-26.035,0,0.0297,0.993,0.939,0.133,0.144,71.69,audio_features,4wKQfi7BK5PgqkOyy288Iw,spotify:track:4wKQfi7BK5PgqkOyy288Iw,https://api.spotify.com/v1/tracks/4wKQfi7BK5PgqkOyy288Iw,https://api.spotify.com/v1/audio-analysis/4wKQfi7BK5PgqkOyy288Iw,238004,4,ambient
Spain,"Julie Byrne, Steve Sobs",0.124,0.0845,7,-18.24,1,0.036,0.982,0.964,0.288,0.0322,97.347,audio_features,7nBp9NMpOUUMTxyfQPlk2M,spotify:track:7nBp9NMpOUUMTxyfQPlk2M,https://api.spotify.com/v1/tracks/7nBp9NMpOUUMTxyfQPlk2M,https://api.spotify.com/v1/audio-analysis/7nBp9NMpOUUMTxyfQPlk2M,286067,3,ambient
Impossible Island,Gaussian Curve,0.601,0.165,0,-19.596,1,0.032,0.883,0.903,0.112,0.466,92.02,audio_features,312f1c2NbtQKam65h7Mq39,spotify:track:312f1c2NbtQKam65h7Mq39,https://api.spotify.com/v1/tracks/312f1c2NbtQKam65h7Mq39,https://api.spotify.com/v1/audio-analysis/312f1c2NbtQKam65h7Mq39,448353,4,ambient
solari,Ryuichi Sakamoto,0.202,0.232,2,-19.154,0,0.0336,0.888,0.902,0.0903,0.046,88.348,audio_features,2ZYyuqKe7T64UqWVuW7CkS,spotify:track:2ZYyuqKe7T64UqWVuW7CkS,https://api.spotify.com/v1/tracks/2ZYyuqKe7T64UqWVuW7CkS,https://api.spotify.com/v1/audio-analysis/2ZYyuqKe7T64UqWVuW7CkS,232073,3,ambient
Dear Ko (To Ko the Regt),"Nacho Maldonado, Jim Doney",0.209,0.417,2,-7.428,0,0.042,0.9,0.786,0.128,0.0773,72.437,audio_features,0GjLTIe2YZDqf7qm1hmEhD,spotify:track:0GjLTIe2YZDqf7qm1hmEhD,https://api.spotify.com/v1/tracks/0GjLTIe2YZDqf7qm1hmEhD,https://api.spotify.com/v1/audio-analysis/0GjLTIe2YZDqf7qm1hmEhD,191747,3,ambient
Orbital,wood.,0.436,0.188,9,-15.593,0,0.0338,0.381,0.876,0.122,0.144,140.033,audio_features,5IOaAcDTeliDDEa3QPGnAK,spotify:track:5IOaAcDTeliDDEa3QPGnAK,https://api.spotify.com/v1/tracks/5IOaAcDTeliDDEa3QPGnAK,https://api.spotify.com/v1/audio-analysis/5IOaAcDTeliDDEa3QPGnAK,135251,4,ambient
Sais,Floating Points,0.754,0.301,5,-13.405,0,0.0511,0.474,0.877,0.112,0.147,134.0,audio_features,65c7ctSEOiYbz61XtytvOV,spotify:track:65c7ctSEOiYbz61XtytvOV,https://api.spotify.com/v1/tracks/65c7ctSEOiYbz61XtytvOV,https://api.spotify.com/v1/audio-analysis/65c7ctSEOiYbz61XtytvOV,483594,4,ambient
New Grass,Talk Talk,0.455,0.386,9,-20.548,1,0.0315,0.825,0.271,0.322,0.196,99.553,audio_features,51Lt2RN3W0u2xI0LiARCRm,spotify:track:51Lt2RN3W0u2xI0LiARCRm,https://api.spotify.com/v1/tracks/51Lt2RN3W0u2xI0LiARCRm,https://api.spotify.com/v1/audio-analysis/51Lt2RN3W0u2xI0LiARCRm,586440,3,ambient
First Chakra Keynote C (Red) - (Bonus Version) (Remastered),"Steven Halpern, Iasos",0.212,0.00393,2,-28.139,0,0.0741,0.993,0.688,0.112,0.0362,68.033,audio_features,6CoQyyWTIjzaVoBnZMH8kw,spotify:track:6CoQyyWTIjzaVoBnZMH8kw,https://api.spotify.com/v1/tracks/6CoQyyWTIjzaVoBnZMH8kw,https://api.spotify.com/v1/audio-analysis/6CoQyyWTIjzaVoBnZMH8kw,171107,4,ambient
Winter's Lament,Rival Consoles,0.212,0.12,4,-23.83,0,0.039,0.993,0.905,0.108,0.287,167.717,audio_features,6SeSesTsbZgtyoY6GTyrEd,spotify:track:6SeSesTsbZgtyoY6GTyrEd,https://api.spotify.com/v1/tracks/6SeSesTsbZgtyoY6GTyrEd,https://api.spotify.com/v1/audio-analysis/6SeSesTsbZgtyoY6GTyrEd,170000,3,ambient
