song_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Mood Label
Pure (Ride the World),Brendan Eder Ensemble,0.481,0.144,7,-17.059,1,0.0285,0.977,0.85,0.118,0.108,72.047,audio_features,1fSXVjUJLokyDRVbBrVVVR,spotify:track:1fSXVjUJLokyDRVbBrVVVR,https://api.spotify.com/v1/tracks/1fSXVjUJLokyDRVbBrVVVR,https://api.spotify.com/v1/audio-analysis/1fSXVjUJLokyDRVbBrVVVR,198188,3,tranquil
Filma Solo,Gabríel Ólafs,0.213,0.0377,10,-33.06,1,0.0475,0.986,0.869,0.139,0.0973,165.763,audio_features,4SsDrt7HV1ECcJ2A7EHfLL,spotify:track:4SsDrt7HV1ECcJ2A7EHfLL,https://api.spotify.com/v1/tracks/4SsDrt7HV1ECcJ2A7EHfLL,https://api.spotify.com/v1/audio-analysis/4SsDrt7HV1ECcJ2A7EHfLL,195155,4,tranquil
Losar,Joep Beving,0.305,0.0384,5,-28.605,0,0.0301,0.961,0.902,0.0886,0.0856,81.917,audio_features,0bCSGdS5SRvzoz4IBTD55W,spotify:track:0bCSGdS5SRvzoz4IBTD55W,https://api.spotify.com/v1/tracks/0bCSGdS5SRvzoz4IBTD55W,https://api.spotify.com/v1/audio-analysis/0bCSGdS5SRvzoz4IBTD55W,221061,3,tranquil
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)","Camille Saint-Saëns, Yo-Yo Ma, Kathryn Stott",0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,audio_features,0jOnZhF75V68VsBObWx2XO,spotify:track:0jOnZhF75V68VsBObWx2XO,https://api.spotify.com/v1/tracks/0jOnZhF75V68VsBObWx2XO,https://api.spotify.com/v1/audio-analysis/0jOnZhF75V68VsBObWx2XO,174267,3,tranquil
Satie / Orch. Ducros: Gymnopédie No. 1,"Erik Satie, Gautier Capuçon, Jerome Ducros, Adrien Perruchon, Orchestre de chambre de Paris",0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,audio_features,3JdD9wqvohYMjK6BmEHtTP,spotify:track:3JdD9wqvohYMjK6BmEHtTP,https://api.spotify.com/v1/tracks/3JdD9wqvohYMjK6BmEHtTP,https://api.spotify.com/v1/audio-analysis/3JdD9wqvohYMjK6BmEHtTP,172120,3,tranquil
Fracture,Stephan Moccio,0.324,0.0186,2,-28.248,1,0.0476,0.99,0.934,0.105,0.126,85.297,audio_features,2m2GJpBjQNNphaCgBeoj7R,spotify:track:2m2GJpBjQNNphaCgBeoj7R,https://api.spotify.com/v1/tracks/2m2GJpBjQNNphaCgBeoj7R,https://api.spotify.com/v1/audio-analysis/2m2GJpBjQNNphaCgBeoj7R,207640,4,tranquil
"Suite bergamasque, L. 75: III. Clair de lune","Claude Debussy, Alice Sara Ott",0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,audio_features,1cmigB9I6IRpFqjIbzvSQB,spotify:track:1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/tracks/1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/audio-analysis/1cmigB9I6IRpFqjIbzvSQB,294960,3,tranquil
Élégie,Alexandra Streliski,0.283,0.0547,9,-23.218,0,0.0353,0.916,0.978,0.0997,0.0721,104.246,audio_features,4t9opZlYVkN78Rh29Pf0YQ,spotify:track:4t9opZlYVkN78Rh29Pf0YQ,https://api.spotify.com/v1/tracks/4t9opZlYVkN78Rh29Pf0YQ,https://api.spotify.com/v1/audio-analysis/4t9opZlYVkN78Rh29Pf0YQ,253202,3,tranquil
"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major","Johannes Brahms, Arcadi Volodos",0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,audio_features,1Oo7XEqkrwifJn17aA0ocF,spotify:track:1Oo7XEqkrwifJn17aA0ocF,https://api.spotify.com/v1/tracks/1Oo7XEqkrwifJn17aA0ocF,https://api.spotify.com/v1/audio-analysis/1Oo7XEqkrwifJn17aA0ocF,378733,4,tranquil
"Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)","Robert Schumann, Miloš Karadaglić",0.406,0.00921,2,-31.822,1,0.087,0.984,0.906,0.0953,0.303,80.507,audio_features,2Imxyb3LiuXsDFo7Gq5YDs,spotify:track:2Imxyb3LiuXsDFo7Gq5YDs,https://api.spotify.com/v1/tracks/2Imxyb3LiuXsDFo7Gq5YDs,https://api.spotify.com/v1/audio-analysis/2Imxyb3LiuXsDFo7Gq5YDs,215800,4,tranquil
3 Spirituals for Orchestra: No. 2. Kum Bab Yah,"Adolphus Hailstork, Virginia Symphony Orchestra, Joann Falletta",0.141,0.00268,2,-37.571,0,0.0427,0.945,0.601,0.0756,0.0386,140.372,audio_features,6y1FgcqMY76hCk9qLxUuy4,spotify:track:6y1FgcqMY76hCk9qLxUuy4,https://api.spotify.com/v1/tracks/6y1FgcqMY76hCk9qLxUuy4,https://api.spotify.com/v1/audio-analysis/6y1FgcqMY76hCk9qLxUuy4,170213,5,tranquil
The Arts and the Hours,"Jean-Philippe Rameau, Víkingur Ólafsson",0.415,0.026,1,-36.7,1,0.0496,0.995,0.938,0.107,0.268,136.191,audio_features,1G3QPQkoXvpChjNUhd6Tfs,spotify:track:1G3QPQkoXvpChjNUhd6Tfs,https://api.spotify.com/v1/tracks/1G3QPQkoXvpChjNUhd6Tfs,https://api.spotify.com/v1/audio-analysis/1G3QPQkoXvpChjNUhd6Tfs,285443,4,tranquil
Notturno for Strings and Harp,"Arnold Schoenberg, Daniel Hope, Zürcher Kammerorchester, Jane Berthe",0.0979,0.0801,8,-19.643,1,0.0458,0.941,0.431,0.115,0.0608,75.314,audio_features,7nGA1sRfLDWXYb3VPstnZf,spotify:track:7nGA1sRfLDWXYb3VPstnZf,https://api.spotify.com/v1/tracks/7nGA1sRfLDWXYb3VPstnZf,https://api.spotify.com/v1/audio-analysis/7nGA1sRfLDWXYb3VPstnZf,192420,4,tranquil
"Après un rêve, Op. 7, No. 1 (Arr. for Cello and Piano)","Gabriel Fauré, Sheku Kanneh-Mason, Isata Kanneh-Mason",0.186,0.0639,5,-23.374,0,0.0456,0.989,0.917,0.0953,0.0463,102.639,audio_features,518hKWxnCK1L1fsYRl0OB5,spotify:track:518hKWxnCK1L1fsYRl0OB5,https://api.spotify.com/v1/tracks/518hKWxnCK1L1fsYRl0OB5,https://api.spotify.com/v1/audio-analysis/518hKWxnCK1L1fsYRl0OB5,176756,4,tranquil
"Préludes / Book 2, L. 123: 5. Bruyères - Home Session","Claude Debussy, Víkingur Ólafsson",0.3,0.0405,8,-31.023,1,0.0449,0.992,0.948,0.138,0.233,63.821,audio_features,2eSVQH8lwcrUBs7dpEj7p7,spotify:track:2eSVQH8lwcrUBs7dpEj7p7,https://api.spotify.com/v1/tracks/2eSVQH8lwcrUBs7dpEj7p7,https://api.spotify.com/v1/audio-analysis/2eSVQH8lwcrUBs7dpEj7p7,216061,3,tranquil
Fall,Challem,0.189,0.0862,7,-20.734,1,0.0335,0.927,0.861,0.116,0.101,78.637,audio_features,0APlwe0ewwMipyVg3WkEI3,spotify:track:0APlwe0ewwMipyVg3WkEI3,https://api.spotify.com/v1/tracks/0APlwe0ewwMipyVg3WkEI3,https://api.spotify.com/v1/audio-analysis/0APlwe0ewwMipyVg3WkEI3,223539,4,tranquil
Henry V: Henry V: Touch her soft lips and part,"William Walton, The Cambridge Singers, Aurora Orchestra, John Rutter",0.146,0.019,0,-31.365,1,0.0476,0.92,0.878,0.0864,0.0492,81.526,audio_features,5WEmDvDiRpE7p3y8SMMAPJ,spotify:track:5WEmDvDiRpE7p3y8SMMAPJ,https://api.spotify.com/v1/tracks/5WEmDvDiRpE7p3y8SMMAPJ,https://api.spotify.com/v1/audio-analysis/5WEmDvDiRpE7p3y8SMMAPJ,93840,3,tranquil
"Cello Sonata in G Minor, Op. 65: III. Largo","Frédéric Chopin, Emmanuelle Bertrand, Pascal Amoyel",0.124,0.0103,10,-31.768,1,0.04,0.983,0.85,0.0988,0.08,84.374,audio_features,3zrcDZ9hPNkZuq20pxPb9o,spotify:track:3zrcDZ9hPNkZuq20pxPb9o,https://api.spotify.com/v1/tracks/3zrcDZ9hPNkZuq20pxPb9o,https://api.spotify.com/v1/audio-analysis/3zrcDZ9hPNkZuq20pxPb9o,204520,3,tranquil
"By the Still Waters, Op. 114","Amy Beach, Isata Kanneh-Mason",0.219,0.00913,1,-42.727,1,0.0352,0.993,0.882,0.0807,0.0702,75.77,audio_features,3qLZnIVAiGexuNuG8Aptrq,spotify:track:3qLZnIVAiGexuNuG8Aptrq,https://api.spotify.com/v1/tracks/3qLZnIVAiGexuNuG8Aptrq,https://api.spotify.com/v1/audio-analysis/3qLZnIVAiGexuNuG8Aptrq,187293,4,tranquil
"Rêverie, L. 68: Rêverie","Claude Debussy, Jean-Yves Thibaudet",0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,audio_features,43bSKCMWHIuBsUVmQcDX1J,spotify:track:43bSKCMWHIuBsUVmQcDX1J,https://api.spotify.com/v1/tracks/43bSKCMWHIuBsUVmQcDX1J,https://api.spotify.com/v1/audio-analysis/43bSKCMWHIuBsUVmQcDX1J,257000,3,tranquil
Golden Domes,"Dean Evenson, Volodymyr Solianyk",0.262,0.075,2,-18.734,1,0.0392,0.988,0.901,0.115,0.204,180.12,audio_features,0e9iDBDEWeZmHuBgcyUXCa,spotify:track:0e9iDBDEWeZmHuBgcyUXCa,https://api.spotify.com/v1/tracks/0e9iDBDEWeZmHuBgcyUXCa,https://api.spotify.com/v1/audio-analysis/0e9iDBDEWeZmHuBgcyUXCa,320993,4,tranquil
Memories of a Promenade II,"Olga Scheps, Flying Steps",0.215,0.0282,0,-28.351,0,0.0353,0.991,0.877,0.107,0.167,74.408,audio_features,4bFdyisLdkeS7tmbAWpl13,spotify:track:4bFdyisLdkeS7tmbAWpl13,https://api.spotify.com/v1/tracks/4bFdyisLdkeS7tmbAWpl13,https://api.spotify.com/v1/audio-analysis/4bFdyisLdkeS7tmbAWpl13,206163,4,tranquil
"Dolly Suite, Op. 56: I. Berceuse","Gabriel Fauré, Katia Labèque, Marielle Labèque",0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,audio_features,3NbAsIxDL0fVgNuCLD152P,spotify:track:3NbAsIxDL0fVgNuCLD152P,https://api.spotify.com/v1/tracks/3NbAsIxDL0fVgNuCLD152P,https://api.spotify.com/v1/audio-analysis/3NbAsIxDL0fVgNuCLD152P,176518,4,tranquil
"2 Aquarelles: Lento, ma non troppo","Frederick Delius, Royal Northern Sinfonia, David Lloyd-Jones",0.176,0.0534,10,-27.626,1,0.0406,0.97,0.915,0.29,0.0332,71.673,audio_features,5TtmI9sfXw4VXco0PE21mV,spotify:track:5TtmI9sfXw4VXco0PE21mV,https://api.spotify.com/v1/tracks/5TtmI9sfXw4VXco0PE21mV,https://api.spotify.com/v1/audio-analysis/5TtmI9sfXw4VXco0PE21mV,132120,5,tranquil
"3 Visions: No. 2, Summerland","William Grant Still, Bruce Levingston",0.46,0.00618,6,-28.121,1,0.0481,0.994,0.89,0.0896,0.086,67.12,audio_features,1XJMRdFSgkrmw2cXLJOD0b,spotify:track:1XJMRdFSgkrmw2cXLJOD0b,https://api.spotify.com/v1/tracks/1XJMRdFSgkrmw2cXLJOD0b,https://api.spotify.com/v1/audio-analysis/1XJMRdFSgkrmw2cXLJOD0b,293520,3,tranquil
A Reflection of You,"Alstad, Lydia Munchinsky",0.161,0.145,2,-18.184,0,0.038,0.903,0.871,0.112,0.134,89.583,audio_features,6f94U1kmE34pISdHEAaB83,spotify:track:6f94U1kmE34pISdHEAaB83,https://api.spotify.com/v1/tracks/6f94U1kmE34pISdHEAaB83,https://api.spotify.com/v1/audio-analysis/6f94U1kmE34pISdHEAaB83,145310,4,tranquil
Avril 14th (Aphex Twin) - Vanessa Wagner Version,"Murcof, Vanessa Wagner",0.395,0.0826,5,-18.982,0,0.0432,0.995,0.93,0.126,0.119,93.288,audio_features,5KIOfWtUEKrxDNi4OnIpg2,spotify:track:5KIOfWtUEKrxDNi4OnIpg2,https://api.spotify.com/v1/tracks/5KIOfWtUEKrxDNi4OnIpg2,https://api.spotify.com/v1/audio-analysis/5KIOfWtUEKrxDNi4OnIpg2,165021,4,tranquil
Frühlingsglaube (Arr. Franz Liszt),"Franz Schubert, Daniil Trifonov",0.23,0.00486,8,-36.35,1,0.0356,0.993,0.891,0.157,0.0742,68.494,audio_features,6HW6aTAss1lPalzuq9go5u,spotify:track:6HW6aTAss1lPalzuq9go5u,https://api.spotify.com/v1/tracks/6HW6aTAss1lPalzuq9go5u,https://api.spotify.com/v1/audio-analysis/6HW6aTAss1lPalzuq9go5u,216284,3,tranquil
"Goldberg Variations, BWV 988: Aria","Johann Sebastian Bach, Glenn Gould",0.454,0.0139,4,-29.966,0,0.0514,0.995,0.943,0.0736,0.244,130.253,audio_features,5bu9A6uphPWg39RC3ZKeku,spotify:track:5bu9A6uphPWg39RC3ZKeku,https://api.spotify.com/v1/tracks/5bu9A6uphPWg39RC3ZKeku,https://api.spotify.com/v1/audio-analysis/5bu9A6uphPWg39RC3ZKeku,184853,4,tranquil
"Poulenc: Cello Sonata, FP 143: II. Cavatine","Francis Poulenc, Daniel Müller-Schott/Robert Kulek",0.13,0.00924,6,-27.853,1,0.0448,0.988,0.909,0.0849,0.0369,77.307,audio_features,6tmzIxHREnZzKSDMm6CNNS,spotify:track:6tmzIxHREnZzKSDMm6CNNS,https://api.spotify.com/v1/tracks/6tmzIxHREnZzKSDMm6CNNS,https://api.spotify.com/v1/audio-analysis/6tmzIxHREnZzKSDMm6CNNS,386507,4,tranquil
En nacelle,"Henrique Oswald, Sergio Monteiro",0.429,0.0234,6,-29.753,1,0.0489,0.995,0.957,0.0962,0.0751,116.163,audio_features,35otBCRXC8HdmRqndFStL0,spotify:track:35otBCRXC8HdmRqndFStL0,https://api.spotify.com/v1/tracks/35otBCRXC8HdmRqndFStL0,https://api.spotify.com/v1/audio-analysis/35otBCRXC8HdmRqndFStL0,165693,4,tranquil
Midnight Library,Xeuphoria,0.594,0.0736,6,-23.885,0,0.0383,0.96,0.861,0.108,0.167,110.018,audio_features,4YhXV2KT49GqC7ZU5PqV2I,spotify:track:4YhXV2KT49GqC7ZU5PqV2I,https://api.spotify.com/v1/tracks/4YhXV2KT49GqC7ZU5PqV2I,https://api.spotify.com/v1/audio-analysis/4YhXV2KT49GqC7ZU5PqV2I,139412,3,tranquil
"10 Préludes, Op. 23: No. 10 in G-Flat Major - Live","Sergei Rachmaninoff, Benjamin Moser",0.302,0.00448,6,-31.704,1,0.0463,0.995,0.84,0.045,0.0452,71.056,audio_features,6JPzlzHHdqIdmu28qBHdGF,spotify:track:6JPzlzHHdqIdmu28qBHdGF,https://api.spotify.com/v1/tracks/6JPzlzHHdqIdmu28qBHdGF,https://api.spotify.com/v1/audio-analysis/6JPzlzHHdqIdmu28qBHdGF,204987,4,tranquil
"Lo, the full, final sacrifice, Op. 26: Amen - Instrumental","Gerald Finzi, Amy Dickson, Aurora Orchestra, Nicholas Collon",0.198,0.0899,4,-25.087,1,0.0448,0.949,0.924,0.15,0.0711,111.868,audio_features,5776PanLfe9zLJMhDbMBgW,spotify:track:5776PanLfe9zLJMhDbMBgW,https://api.spotify.com/v1/tracks/5776PanLfe9zLJMhDbMBgW,https://api.spotify.com/v1/audio-analysis/5776PanLfe9zLJMhDbMBgW,160240,4,tranquil
"Schumann: 12 Gedichte aus Liebesfrühling, Op. 37: No. 11: Warum willst du andre fragen","Clara Schumann, Anneleen Lenaerts, Dionysis Grammenos",0.238,0.00484,8,-31.76,1,0.0393,0.995,0.95,0.121,0.0394,70.821,audio_features,1NechTDnTtSaciAT6gmvJQ,spotify:track:1NechTDnTtSaciAT6gmvJQ,https://api.spotify.com/v1/tracks/1NechTDnTtSaciAT6gmvJQ,https://api.spotify.com/v1/audio-analysis/1NechTDnTtSaciAT6gmvJQ,129920,3,tranquil
"Suite d'orchestre dans le style ancien, Op. 2: II. Sarabande. Mesto","Albéric Magnard, Philharmonisches Orchester Freiburg, Fabrice Bollon",0.171,0.00926,7,-31.675,0,0.044,0.993,0.946,0.128,0.0399,116.418,audio_features,3C8Xxgad3ejXfJ0RiJq9G1,spotify:track:3C8Xxgad3ejXfJ0RiJq9G1,https://api.spotify.com/v1/tracks/3C8Xxgad3ejXfJ0RiJq9G1,https://api.spotify.com/v1/audio-analysis/3C8Xxgad3ejXfJ0RiJq9G1,129360,4,tranquil
Winter,Ola Gjeilo,0.314,0.00545,0,-33.332,1,0.0597,0.994,0.945,0.0894,0.444,138.554,audio_features,6k5iJy3uIEhaqZu9MCGCiq,spotify:track:6k5iJy3uIEhaqZu9MCGCiq,https://api.spotify.com/v1/tracks/6k5iJy3uIEhaqZu9MCGCiq,https://api.spotify.com/v1/audio-analysis/6k5iJy3uIEhaqZu9MCGCiq,188907,4,tranquil
My fellow creatures,Carlos Cipa,0.321,0.00611,4,-38.341,0,0.0362,0.995,0.908,0.09,0.0693,104.311,audio_features,1YcABWwgkfrOSw8VMgDWZU,spotify:track:1YcABWwgkfrOSw8VMgDWZU,https://api.spotify.com/v1/tracks/1YcABWwgkfrOSw8VMgDWZU,https://api.spotify.com/v1/audio-analysis/1YcABWwgkfrOSw8VMgDWZU,205493,4,tranquil
Slaap,"Henrik Meierkord, Sole Gipp Ossler",0.148,0.18,0,-19.32,1,0.0416,0.947,0.948,0.111,0.0338,75.942,audio_features,1yKNJZeDJMP9iaKXAQQm6H,spotify:track:1yKNJZeDJMP9iaKXAQQm6H,https://api.spotify.com/v1/tracks/1yKNJZeDJMP9iaKXAQQm6H,https://api.spotify.com/v1/audio-analysis/1yKNJZeDJMP9iaKXAQQm6H,236000,4,tranquil
"Miniatures for Piano ""A Whole in Twelve"": No. 7, Clouds",Mikael Ayrapetyan,0.393,0.0071,3,-31.748,1,0.0571,0.995,0.887,0.104,0.252,71.203,audio_features,04FqVlg2PgIxL2BQIMerfp,spotify:track:04FqVlg2PgIxL2BQIMerfp,https://api.spotify.com/v1/tracks/04FqVlg2PgIxL2BQIMerfp,https://api.spotify.com/v1/audio-analysis/04FqVlg2PgIxL2BQIMerfp,292360,4,tranquil
Still,Ola Gjeilo,0.398,0.00209,0,-39.959,1,0.0444,0.996,0.955,0.0813,0.0971,71.461,audio_features,6B0ZlLf0p2s1Lwt3ivAXKy,spotify:track:6B0ZlLf0p2s1Lwt3ivAXKy,https://api.spotify.com/v1/tracks/6B0ZlLf0p2s1Lwt3ivAXKy,https://api.spotify.com/v1/audio-analysis/6B0ZlLf0p2s1Lwt3ivAXKy,142333,4,tranquil
El cant dels ocells (Song of the Birds) (version for cello and orchestra),"Pablo Casals, Harriet Krijgh, Deutsche Staatsphilharmonie Rheinland-Pfalz, Gustavo Gimeno",0.16,0.0261,9,-33.263,0,0.0517,0.917,0.232,0.113,0.0305,88.549,audio_features,5k4Eagqnz3YKdMLjSSi0DD,spotify:track:5k4Eagqnz3YKdMLjSSi0DD,https://api.spotify.com/v1/tracks/5k4Eagqnz3YKdMLjSSi0DD,https://api.spotify.com/v1/audio-analysis/5k4Eagqnz3YKdMLjSSi0DD,229413,4,tranquil
"Ravel: Pavane pour une infante défunte, M. 19","Maurice Ravel, Bertrand Chamayou",0.491,0.0176,4,-26.911,0,0.0644,0.994,0.927,0.0985,0.0901,125.793,audio_features,3MRQn2RYo2VLYMoStnLRxu,spotify:track:3MRQn2RYo2VLYMoStnLRxu,https://api.spotify.com/v1/tracks/3MRQn2RYo2VLYMoStnLRxu,https://api.spotify.com/v1/audio-analysis/3MRQn2RYo2VLYMoStnLRxu,346587,3,tranquil
Five Pieces For Violin And Piano: I. Elegia (Andante Larghetto),"Valentin Silvestrov, Duo Gazzana",0.0694,0.00525,3,-35.45,1,0.0482,0.972,0.00751,0.0739,0.036,73.566,audio_features,1d1FNmfO3dFlH8873yNFX3,spotify:track:1d1FNmfO3dFlH8873yNFX3,https://api.spotify.com/v1/tracks/1d1FNmfO3dFlH8873yNFX3,https://api.spotify.com/v1/audio-analysis/1d1FNmfO3dFlH8873yNFX3,179360,4,tranquil
Familiar,"ABBOTT, Canea Quartett",0.338,0.171,8,-17.536,0,0.0364,0.974,0.941,0.168,0.0937,124.805,audio_features,1j2FfR6RJlBJoJQDNfoukY,spotify:track:1j2FfR6RJlBJoJQDNfoukY,https://api.spotify.com/v1/tracks/1j2FfR6RJlBJoJQDNfoukY,https://api.spotify.com/v1/audio-analysis/1j2FfR6RJlBJoJQDNfoukY,212733,4,tranquil
A Little Book of Hours: VI. Singing Sun,"Peter Sculthorpe, Elena Riu",0.346,0.00398,10,-44.526,1,0.0537,0.992,0.878,0.0643,0.318,78.891,audio_features,06vaPTVwFkFxCzmJDXlfx5,spotify:track:06vaPTVwFkFxCzmJDXlfx5,https://api.spotify.com/v1/tracks/06vaPTVwFkFxCzmJDXlfx5,https://api.spotify.com/v1/audio-analysis/06vaPTVwFkFxCzmJDXlfx5,103600,5,tranquil
"The Hours: An Unwelcome Friend (From ""The Hours"")","Philip Glass, Nicolas Horvath",0.253,0.00429,7,-36.172,0,0.0523,0.99,0.912,0.103,0.0368,74.497,audio_features,2GnYCy70I8cR4oEA2wsSDx,spotify:track:2GnYCy70I8cR4oEA2wsSDx,https://api.spotify.com/v1/tracks/2GnYCy70I8cR4oEA2wsSDx,https://api.spotify.com/v1/audio-analysis/2GnYCy70I8cR4oEA2wsSDx,256147,3,tranquil
"12 Songs, Op. 21: V. Lilacs (Transcr. Rachmaninoff for Solo Piano)","Sergei Rachmaninoff, Sergei Babayan",0.168,0.00571,8,-36.245,1,0.0404,0.995,0.92,0.068,0.0705,78.043,audio_features,06emSBtL6jcUXcjVlayUHl,spotify:track:06emSBtL6jcUXcjVlayUHl,https://api.spotify.com/v1/tracks/06emSBtL6jcUXcjVlayUHl,https://api.spotify.com/v1/audio-analysis/06emSBtL6jcUXcjVlayUHl,181693,3,tranquil
"De Visée / Transcr. Garcia: Pièces de théorbe et de luth, Suite en la mineur: IV. Sarabande","Robert de Visée, Thibaut García",0.389,0.0187,9,-30.859,0,0.0444,0.995,0.903,0.0864,0.294,135.595,audio_features,5SFdpYdc4uDqkQqW7UzSqB,spotify:track:5SFdpYdc4uDqkQqW7UzSqB,https://api.spotify.com/v1/tracks/5SFdpYdc4uDqkQqW7UzSqB,https://api.spotify.com/v1/audio-analysis/5SFdpYdc4uDqkQqW7UzSqB,134053,4,tranquil
"Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)","Antonio Vivaldi, Eduardo Fernandez, English Chamber Orchestra, George Malcolm",0.206,0.0127,2,-33.265,1,0.0406,0.957,0.856,0.089,0.165,56.658,audio_features,42LRjYQYJeogQINxQo0BcJ,spotify:track:42LRjYQYJeogQINxQo0BcJ,https://api.spotify.com/v1/tracks/42LRjYQYJeogQINxQo0BcJ,https://api.spotify.com/v1/audio-analysis/42LRjYQYJeogQINxQo0BcJ,308427,4,tranquil
